#Sólo al entrar en el nuevo estado se realizaría
#la acción del estado. No hacen falta separadores
#[F], son superfluos según la estructura.

#Siempre encendido
#id	#estado #pausa
1	1	1000

#On off para tres disparadores. Se usa en sala 10.

2	1	3000
2	0	3000
2	0	3000
2	0	3000

#id	#estado #pausa
3	1	500
3	1	500
3	1	1500

#On off
4	1	1000
4	0	3000

#On off iguales...
5	1	1500
5	0	1500

#Dardos rápidos...
6	1	250
6	1	250
6	1	250
6	1	250
6	1	250
6	1	1000

#Rápido y sin descansos.
7	1	250

#Pasos de fuego en sala 28 ...
8	0	800
8	0	800
8	0	800
8	1	800
8	1	800
8	1	800
8	1	800
8	1	800
8	1	800

#Para mazmorras...
9	1	500
9	1	500
9	0	500
9	0	500
9	0	500
9	0	500

#Esporádico para sala 49
10	1	800
10	0	800
10	0	800

#Sala 79, son varios...

11	0	1200
11	0	1200
11	1	1200
11	1	1200
11	1	1200
11	1	1200
11	1	1200
11	1	1200
11	1	1200
11	1	1200
11	1	1200
11	1	1200

12	1	1200
12	0	1200
12	1	1200
12	0	1200
12	0	1200
12	0	1200
12	1	1200
12	0	1200
12	0	1200
12	0	1200
12	1	1200
12	1	1200

13	1	1200
13	0	1200
13	0	1200
13	0	1200
13	1	1200
13	0	1200
13	0	1200
13	0	1200
13	1	1200
13	0	1200
13	1	1200
13	1	1200

14	1	1200
14	0	1200
14	1	1200
14	0	1200
14	1	1200
14	0	1200
14	1	1200
14	0	1200
14	1	1200
14	0	1200
14	0	1200
14	0	1200

15	1	1200
15	1	1200
15	1	1200
15	1	1200
15	1	1200
15	1	1200
15	1	1200
15	1	1200
15	1	1200
15	1	1200
15	1	1200
15	0	1200

#Dardos sala 81
16	1	150
16	1	150
16	0	800

#On off
17	1	1000
17	0	2000

#Dardos sala 91
18	1	500
18	0	500
18	0	500
18	0	500
18	0	500

#Plataforma en sala 97 (tipo 1)
19	1	250
19	1	250
19	1	250
19	0	250
19	0	250
19	0	250
19	1	250

#Plataforma en sala 97 (tipo 2)
20	1	200
20	1	200
20	1	200
20	0	200
20	0	200
20	0	200
20	1	200
20	1	200
20	1	200
20	1	200
20	1	200
20	1	200
20	1	200
20	1	200
20	1	200
20	1	200
20	1	200
20	1	200

#Plataforma en sala 97 (tipo 3)
21	1	200
21	1	200
21	0	200
21	0	200
21	0	200
21	0	200

#Plataforma en sala 97 (tipo 4)
22	1	800
22	1	800
22	0	800

#Disparadores dardos en sala 123
23	1	700
23	0	1000
23	1	700
23	0	2500
23	1	700

#Llamas en sala 135
24	1	1100
24	0	1100
24	0	1100
24	0	1100
24	1	1100
24	0	1100
24	0	1100

#Llamas en sala 147
25	1	500
25	0	1500

#Dardos en sala 149
26	1	800
26	0	800
26	0	800
26	0	800
26	0	800

#Llamas en sala 151
27	1	1000
27	1	1000
27	1	1000
27	0	1000

#Llamas en sala 155
28	1	500
28	0	2500

#Llamas en sala 167
29	1	1500
29	0	800

#Dardos sala 168
30	1	500
30	0	500
30	0	500
30	0	500
30	0	500
30	0	500
30	0	500
30	0	500
