#Post cartógrafo.
#w	h	d	id_sala	cam.est secreta
11	12	7	174	1	0

################################################################################
[F]
################################################################################

#x	y	z	comp	rep	id	pla
*	*	*	0	0	0	0
*	*	0	2	-	-	-

#Muros invisibles
7|9	3|5	0|4	1	-	-	-
1|3	3|5	0|7	1	-	-	-
4|6	3	0|7	1	-	-	-

#Suelos
7|9	3|5	4	-	133	-	1
1|3	3|5	7	-	4	-	1
4|6	3	7	-	4	-	1

#Muro sur
*	6	*	1	-	-	-
8	6	4	-	1	-	1
8	6	5|6	0	0	-	-

#Paredes
5	3	6	-	4	-	1
6	3	5|6	-	4	-	1

#Rampas y topes
6	4|5	5	11	34	-	1
5	4|5	5	3	-	-	-

5	4|5	6	11	34	-	1
4	4|5	6	3	-	-	-

4	4|5	7	11	34	-	1
3	4|5	7	3	-	-	-

#Tapas y junturas

#Deco
6	5	4	-	267	-	-
5	5	5	-	267	-	-
4	5	6	-	267	-	-

################################################################################
[F]
################################################################################

#Entradas
1	132	100	80	1

#Salidas
#tipo	x	y	z	w	d	h	entr	sala
2	128	111	80	16	1	1	3	60

#Marcas salidas
14	128	120	80	112

#Cubos...
14	112	48	80	62
14	120	48	80	62

14	112	48	88	62
14	112	48	96	62
14	112	48	104	62
14	112	48	112	62
14	112	48	120	62
14	112	48	128	62
14	112	48	136	62
14	112	48	144	62
14	112	48	152	62
14	112	48	160	62
14	112	48	168	62
14	112	48	176	62

14	16	48	176	62
14	24	48	176	62
14	32	48	176	62
14	40	48	176	62
14	48	48	176	62
14	56	48	176	62
14	64	48	176	62
14	72	48	176	62
14	80	48	176	62
14	88	48	176	62
14	96	48	176	62
14	104	48	176	62


14	16	48	128	62
14	16	56	128	62
14	24	48	128	62

14	16	48	136	62
14	16	48	144	62
14	16	48	152	62
14	16	48	160	62
14	16	48	168	62

14	16	56	176	62
14	16	64	176	62
14	16	72	176	62
14	16	80	176	62
14	16	88	176	62

14	16	80	128	62
14	16	88	128	62

14	16	88	136	62
14	16	88	144	62
14	16	88	152	62
14	16	88	160	62
14	16	88	168	62

#Barandillas
14	128	48	80	15
14	144	48	80	15
14	160	48	80	16
14	160	64	80	16
14	160	80	80	16

#14	16	48	128	15
14	32	48	128	15
14	48	48	128	15
14	64	48	128	15
14	80	48	128	15
14	96	48	128	15

#14	16	48	128	16
14	16	64	128	16
#14	16	80	128	16

################################################################################
[F]
################################################################################

#6 - Cofre
#tipo	x	y	z	id_pz
6	37	68	128	11
