#Sala secreta de sala 60
#w	h	d	id_sala	cam.est secreta
8	15	9	95	1	1

################################################################################
[F]
###############################################################################
#x	y	z	comp	rep	id	pla
*	*	*	0	0	0	0
*	*	0	2	-	-	-

#Muros invisibles
5|6	3	12|14	1	-	-	-
5|6	5	12|14	1	-	-	-
7	4	12|14	1	-	-	-

#Suelos
5|6	4	12	1	1	-	1
3|5	3|5	10	1	7	-	1
3|5	3|5	3	1	7	-	1
3|4	6	3	1	7	-	1

3	3	3	-	226	-	-
3	4	3	-	227	-	-
3	5	3	-	228	-	-
4	3	3	-	229	-	-
4	4	3	-	230	-	-
4	5	3	-	231	-	-
5	3	3	-	232	-	-
5	4	3	-	233	-	-
5	5	3	-	234	-	-

#Muro norte
*	0	*	1	-	-	-
#1|7	0	*	-	20	-	-
#1|7	0	0	-	37	-	-
#1|7	0	14	-	187	-	-

#Muro oeste
0	*	*	1	-	-	-
#0	1|8	*	-	20	-	-
#0	1|8	0	-	37	-	-
#0	1|8	14	-	187	-	-

#Paredes

#Adornos

#Rampas y topes

#Tapas y junturas

##############################################################################
[F]
################################################################################
#Entradas
1	101 	67	208	1

#Salidas
#tipo	x	y	z	w	d	h	entr	sala
2	111	64	208	1	16	1	2	60

#Marcas salidas
14	120	64	208	111

#10 - Escalera (flags: 1 tope escalable. 2 base invertir).
#tipo	x	y	z	h	orient	flags	activa	id
10	75	68	176	32	12	3	1	0
14	75	68	176	72
14	75	68	192	72
14	75	68	208	73
14	75	75	208	73

10	70	96	64	112	3	3	1	0
14	70	96	64	70
14	70	96	80	70
14	70	96	96	70
14	70	96	112	70
14	70	96	128	70
14	70	96	144	70
14	70	96	160	70
14	70	96	176	71
14	77	96	176	71

#Barandas
14	48	48	176	17
14	64	48	176	17
14	80	48	176	17

14	48	96	176	17
#14	64	96	176	17
14	80	96	176	17

14	48	48	176	18
14	48	64	176	18
14	48	80	176	18

14	96	48	176	18
14	96	64	176	18
14	96	80	176	18

14	48	48	64	17
14	64	48	64	17
14	80	48	64	17

#14	48	96	64	17
#14	64	96	64	17
14	80	96	64	17

14	48	48	64	18
14	48	64	64	18
14	48	80	64	18

14	96	48	64	18
14	96	64	64	18
14	96	80	64	18

14	48	112	64	17
14	64	112	64	17

14	48	96	64	18
14	80	96	64	18

#Cadenas
14	48	48	64	75
14	48	48	176	75
14	48	48	192	75
14	48	48	208	75
14	48	48	224	75

14	96	48	64	75
14	96	48	80	75
14	96	48	96	75
14	96	48	112	75
14	96	48	128	75
14	96	48	144	75
14	96	48	160	75
14	96	48	176	75
14	96	48	192	75
14	96	48	208	75
14	96	48	224	75

14	96	96	64	75
14	96	96	80	75
14	96	96	96	75
14	96	96	112	75
14	96	96	128	75
14	96	96	144	75
14	96	96	160	75
14	96	96	176	75
14	96	96	192	75
14	96	96	208	75
14	96	96	224	75

14	48	96	64	75
14	48	96	80	75
14	48	96	96	75
14	48	96	112	75
14	48	96	128	75
14	48	96	144	75
14	48	96	160	75
14	48	96	176	75
14	48	96	192	75
14	48	96	208	75
14	48	96	224	75

################################################################################
[F] 
################################################################################

#Bonus...
14	61	53	64	4
14	81	59	64	4
14	70	81	64	4
